Word,Mean,Type,Gender,Vachana,Viphat,ID,Category,Read,Note
"ชปา","ชบา","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",269,"ว่าง",,
"สมฺพาหติ","นวด, บีบ, คั้น, ขย้ำ, บีบคั้น, ขยำ",,,,,9910,,"สัม-พา-หะ-ติ",
"สมฺพาหนํ","ความซักไปพร้อม, นวด, บีบ, คั้น, ขยำ",,,,,9911,,"สัม-พา-หะ-นัง",
"สมฺพุโก","หอยกาบ, หอยโข่ง",,,,,9912,,"สัม-พุ-โก",
"สมฺพุชฺฌนํ","รู้ด้วยดี",,,,,9913,,"สัม-พุด-ชะ-นัง",
"สมฺภตฺโต","อันตนกินร่วมแล้ว, เพื่อนรัก, เพื่อนคบกันมั่นคง",,,,,9914,,"สัม-พัด-โต",
"สมฺภโม","ความเคารพ, กลัว, หวาดเสียว, ตื่นเต้น",,,,,9915,,"สัม-พะ-โม",
"สมฺภวติ","เป็น, เกิด, มี",,,,,9916,,"สัม-พะ-วะ-ติ",
"สมฺภเวสี","ผู้มักแสวงหาซึ่งความเกิดพร้อม",,,,,9917,,"สัม-พะ-เว-สี",
"สมิภโว","สมภพ, เกิดพร้อม, น้ำกาม, เหตุ, มูลเค้า, การข้อง",,,,,9918,,"สัม-พะ-โว",
"สมฺภาโร","เครื่องเต็มพร้อม, เครื่องอุดหนุน, เครื่องปรุง",,,,,9919,,"สัม-พา-โร",
"สมฺภาวนา","ความสรรเสริญ, การอวดอ้าง",,,,,9920,,"สัม-พา-วะ-นา",
"สมิภาวนํ","ความสรรเสริญ, ความอวดอ้าง",,,,,9921,,"สัม-พา-วะ-นัง",
"สมฺภาวิโต","อันเขายกย่องแล้ว",,,,,9922,,"สัม-พา-วิ-โต",
"สมฺภาเวติ","ยกย่อง",,,,,9923,,"สัม-พา-เว-ติ",
"สมฺภาสา","สัมภาษณ์, กล่าวกับ",,,,,9924,,"สัม-พา-สา",
"สมฺภาสนํ","สัมภาษณ์, กล่าวกับ",,,,,9925,,"สัม-พา-สะ-นัง",
"สมฺภุญฺชติ","กินร่วม, ร่วมบริโภค",,,,,9926,,"สัม-พุน-ชะ-ติ",
"สมฺภูโต","เป็นพร้อมแล้ว, มีพร้อมแล้ว",,,,,9927,,"สัม-พู-โต",
"สมิเภโท","เจือกัน, แตกพร้อม, ทำลาย, ปากน้ำ, แม่น้ำใหญ่ประสบกัน",,,,,9928,,"สัม-เพ-โท",
"สมฺโภโค","ความสมคบ, ร่วมบริโภค",,,,,9929,,"สัม-โพ-โค",
"สมฺม","ดูกรสหายผู้มีธุระอันเสมอ",,,,,9930,,"สัม-มะ",
"สมฺมชฺชติ","กวาด, ขัดสี",,,,,9931,,"สัม-มัด-ชะ-ติ",
"สมฺมชฺชนี","เครื่องกวาด, ไม้กวาด",,,,,9932,,"สัม-มัด-ชะ-นี",
"สมฺมุญฺชนี","เครื่องกวาด, ไม้กวาด",,,,,9933,,"สัม-มุน-ชะ-นี",
"สมฺมติ","ระงับ",,,,,9934,,"สัม-มะ-ติ",
"สมฺมโต","อันเขาสมมติ",,,,,9935,,"สัม-มะ-โต",
"สมฺมตฺโต","เมาแล้ว",,,,,9936,,"สัม-มัด-โต",
"สมฺมโท","การเบาพร้อม, ความยินดี",,,,,9937,,"สัม-มะ-โท",
"สมฺมปฺปธานํ","ความเพียรอันคนตั้งไว้ชอบ",,,,,9938,,"สัม-มับ-ปะ-ทา-นัง",
"สมฺมสติ","ตรวจตรา, พิจารณา, ถูกต้อง, ลูบคลำ",,,,,9939,,"สัม-มะ-สะ-ติ",
"สมฺมา","สลักแอกไถ, ชอบ, ดี, จริง, แท้, โดยชอบ",,,,,9940,,"สัม-มา",
"สมฺมานํ","ความนับถือ, ความยกย่อง",,,,,9941,,"สัม-มา-นัง",
"สมฺมานนํ","ความนับถือ, ความยกย่อง",,,,,9942,,"สัม-มา-นะ-นัง",
"สิมฺพลี","ไม้งิ้ว","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",270,"ว่าง",,
"สมฺมิญฺเชติ","คู้เข้า",,,,,9943,,"สัม-มิน-เช-ติ",
"สมฺมิสฺโส","เจือพร้อม",,,,,9944,,"สัม-มิด-โส",
"สมฺมุขา","ในที่จำเพาะหน้า",,,,,9945,,"สัม-มุ-ขา",
"สมฺมุเข","ณ ที่หน้าพร้อม, ณ ที่เฉพาะแห่งหน้า",,,,,9946,,"สัม-มุ-เข",
"สมฺมุโข","เฉพาะหน้า",,,,,9947,,"สัม-มุ-โข",
"สมฺมุติ","อนุญาต, หมายรู้, บัญญัติ, อนุญาต, เครื่องรู้รอบ",,,,,9948,,"สัม-มุ-ติ",
"สมฺมุยฺหติ","หลงพร้อม, หลงใหล",,,,,9949,,"สัม-มุย-หะ-ติ",
"สมฺโมทติ","ชื่นชม, บันเทิงพร้อม",,,,,9950,,"สัม-โม-ทะ-ติ",
"สมฺโมโส","ความเผอเรอ, ความเลินเล่อ",,,,,9951,,"สัม-โม-โส",
"สยํ","เอง, ส่วนตัว",,,,,9952,,"สะ-ยัง",
"สยํวรา","ผู้หญิงเลือกผัว",,,,,9953,,"สะ-ยัง-วะ-รา",
"สยติ","นอน",,,,,9954,,"สะ-ยะ-ติ",
"สเติ","นอน",,,,,9955,,"เส-ติ",
"สยถุ","บวม",,,,,9956,,"สะ-ยะ-ถุ",
"สยนํ","การนอน, ที่นอน",,,,,9957,,"สะ-ยะ-นัง",
"เสนํ","การนอน, ที่นอน",,,,,9958,,"เส-นัง",
"สยนิคฺคหํ","ห้องนอน",,,,,9959,,"สะ-ยะ-นิก-คะ-หัง",
"สยนิฆรํ","ห้องนอน",,,,,9960,,"สะ-ยะ-นิ-คะ-รัง",
"สยมฺภู","พระผู้เป็นเอง",,,,,9961,,"สะ-ยัม-พู",
"สยาโ","ผู้นอน",,,,,9962,,"สะ-ยา-โน",
"สยาเปติ","ยังให้ไสยาสน์",,,,,9963,,"สะ-ยา-เป-ติ",
"สยิโต","นอนแล้ว",,,,,9964,,"สะ-ยิ-โต",
"สรโก","ขัน, จอก, กระบวย, อ่าง, กุณโฑน้ำ, ขันน้ำ",,,,,9965,,"สะ-ระ-โก",
"สรกํ","ขัน, จอก, กระบวย, อ่าง, กุณโฑน้ำ, ขันน้ำ",,,,,9966,,"สะ-ระ-กัง",
"สรโฏ","กิ้งก่า",,,,,9967,,"สะ-ระ-โต",
"สรณํ","ที่ระลึก, เรือน, ฆ่าฟัน, กำจัด, ที่พึ่ง, ที่อยู่อาศัย, นิพพาน, รักษา",,,,,9968,,"สะ-ระ-นัง",
"สรติ","ระลึก",,,,,9969,,"สะ-ระ-ติ",
"สุมรติ","ระลึก",,,,,9970,,"สุ-มะ-ระ-ติ",
"สรโท","ฤดูอับลม, ปี",,,,,9971,,"สะ-ระ-โท",
"สรพู","จิ้งจอก, ตุ๊กแก",,,,,9972,,"สะ-ระ-พู",
"สรภญฺญํ","ธรรมอันคนพึงกล่าวด้วยเสียง",,,,,9973,,"สะ-ระ-พัน-ยัง",
"สรภู","ชื่อของแม่น้ำ",,,,,9974,,"สะ-ระ-พู",
"สรโภ","ชะมด, นางเห็น, เนื้อชนิดหนึ่ง",,,,,9975,,"สะ-ระ-โพ",
"สรลทฺทโว","ยางสน",,,,,9976,,"สะ-ระ-ลัด-ทะ-โว",
"สรวฺยํ","เป้า, ที่หมาย",,,,,9977,,"สะ-ระ-วะ-ยัง",
"สรสี","สระ",,,,,9978,,"สะ-ระ-สี",
"สราโค","เป็นไปกับด้วยราคะ",,,,,9979,,"สะ-รา-โค",
"สราชโก","มีพระราชาเป็นประธาน",,,,,9980,,"สะ-รา-ชะ-โก",
"สราภูยาโส","การยิง",,,,,9981,,"สะ-รา-พู-ยา-โส",
"สราโว","ชาม",,,,,9982,,"สะ-รา-โว",
"สราสนํ","ธนู",,,,,9983,,"สะ-รา-สะ-นัง",
"กจฺฉุ","ต้นหมามุ่ย, โรคคัน, หิด, ฝี","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",271,"ว่าง",,
"สริกฺขโก","คล้าย, เช่นกัน",,,,,9984,,"สะ-ริก-ขะ-โก",
"สริกฺโข","อันบุคคลเห็นสม (คล้ายกัน)",,,,,9985,,"สะ-ริก-โข",
"สริตา","แม่น้ำ",,,,,9986,,"สะ-ริ-ตา",
"สริโต","แล่นไปแล้ว, ซ่านไปแล้ว, ไหลไป",,,,,9987,,"สะ-ริ-โต",
"สริตฺวา","ระลึกแล้ว",,,,,9988,,"สะ-ริด-ตะ-วา",
"สรีรํ","สรีระ, ตัว, สัตว์, กาย",,,,,9989,,"สะ-รี-รัง",
"สรูปํ","รูปแห่งตน, สรุป (ย่อ) , สภาวะธรรมชาติ",,,,,9990,,"สะ-รู-ปัง",
"สโร","แล่นไป, ศร, ลูกธนู, ไม้แขบ, เสียง, สระ, สระ",,,,,9991,,"สะ-โร",
"สรํ","สระ",,,,,9992,,"สะ-รัง",
"สโรรุหํ","ดอกบัว",,,,,9993,,"สะ-โร-รุ-หัง",
"สลํ","ขนเม่น",,,,,9994,,"สะ-ลัง",
"สลโภ","ตั๊กแตน",,,,,9995,,"สะ-ละ-โพ",
"สลากา","สลาก, เส้น, ซี่, ชิ้น",,,,,9996,,"สะ-ลา-กา",
"สลาฏุ","ผลดิบ",,,,,9997,,"สะ-ลา-ตุ",
"สลาโภ","ลาภของตน",,,,,9998,,"สะ-ลา-โพ",
"สลิลํ","น้ำ, น้ำวน",,,,,9999,,"สะ-ลิ-ลัง",
"สลฺลํ","ลูกศร, หอก, ขวากเหล็ก, หลาว",,,,,10000,,"สัน-ลัง",
"สลฺลกตฺโต","หมอผ่า, หมอเชือด, หมอบาดแผล",,,,,10001,,"สัน-ละ-กัด-โต",
"สลฺลกี","อ้อยช้าง, ไม้ช้างน้าว",,,,,10002,,"สัน-ละ-กี",
"สลฺลโก","เม่น",,,,,10003,,"สัน-ละ-โก",
"สลฺลกฺเขติ","กำหนดพร้อม, หมาย",,,,,10004,,"สัน-ลัก-เข-ติ",
"สลฺลปติ","กล่าวกัน, เจรจา",,,,,10005,,"สัน-ละ-ปะ-ติ",
"สลฺลเวชฺโช","หมอบาดแผล",,,,,10006,,"สัน-ละ-เวด-โช",
"สลฺลหุกวุตฺติ","ผู้มีอันประพฤติเบาพร้อม",,,,,10007,,"สัน-ละ-หุ-กะ-วุด-ติ",
"สลฺลหุโก","เบาพร้อม, เบาว่อง",,,,,10008,,"สัน-ละ-หุ-โก",
"สลฺลาโป","กล่าวกับ, เจรจา",,,,,10009,,"สัน-ลา-โป",
"สลฺสีโน","เมาะ, ผู้หลีกออกเร้นอยู่",,,,,10010,,"สัน-สี-โน",
"สลฺเลขิยํ","ขัดเกลา",,,,,10011,,"สัน-เล-ขิ-ยัง",
"สลฺเลโข","ขัดเกลา",,,,,10012,,"สัน-เล-โข",
"สลฺโล","หอก, ขวากเหล็ก, ไม้มีหนาม, ฝักปราบ, เม่น",,,,,10013,,"สัน-โล",
"สลงฺโก","กุ้ง",,,,,10014,,"สะ-ลัง-โก",
"สวติ","ไหล",,,,,10015,,"สะ-วะ-ติ",
"สวนํ","การฟัง, ความไหล",,,,,10016,,"สะ-วะ-นัง",
"สวนีโย","น่าฟัง, ควรยินดีแก่หู",,,,,10017,,"สะ-วะ-นี-โย",
"สวนฺตี","แม่น้ำน้อย, แม่น้ำ",,,,,10018,,"สะ-วัน-ตี",
"สโว","การไหล, การหยดแห่งน้ำ, หู",,,,,10019,,"สะ-โว",
"สวฺโย","ซ้าย",,,,,10020,,"สะ-วะ-โย",
"สสกฺกํ","แน่แท้",,,,,10021,,"สะ-สัก-กัง",
"สสงฺโก","ดวงจันทร์",,,,,10022,,"สะ-สัง-โก",
"สสนํ","ฆ่าฟัน",,,,,10023,,"สะ-สะ-นัง",
"ลาวุ","น้ำเต้า","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",272,"ว่าง",,
"สสิตฺถโก","ทั้งเมล็ดข้าว",,,,,10024,,"สะ-สิด-ถะ-โก",
"สสี","ดวงจันทร์",,,,,10025,,"สะ-สี",
"สสีโส","เป็นไปกับด้วยศีรษะ, ทั้งศีรษะ",,,,,10026,,"สะ-สี-โส",
"สสุรา","แม่ผัวและพ่อผัว",,,,,10027,,"สะ-สุ-รา",
"สสุโร","พ่อผัว, พ่อเมีย, พ่อตา",,,,,10028,,"สะ-สุ-โร",
"สโส","กระต่าย",,,,,10029,,"สะ-โส",
"สสฺสํ","ข้าวกล้า",,,,,10030,,"สัด-สัง",
"สสฺสโต","เที่ยง, เที่ยงแท้, มั่นคง, เที่ยง",,,,,10031,,"สัด-สะ-โต",
"สสฺสามิกา","หญิงเป็นไปกับด้วยสามี",,,,,10032,,"สัด-สา-มิ-กา",
"สสฺสิริโก","มีสิริ",,,,,10033,,"สัด-สิ-ริ-โก",
"สสฺสู","แม่ผัว, แม่เมีย, แม่ยาย",,,,,10034,,"สัด-สู",
"สห","กับ, พร้อม, ร่วมกัน, กำลัง",,,,,10035,,"สะ-หะ",
"สหกาโร","มะม่วงหอม",,,,,10036,,"สะ-หะ-กา-โร",
"สหคโต","ไปแล้วกับ",,,,,10037,,"สะ-หะ-คะ-โต",
"สหโช","ผู้เกิดร่วมกัน (แฝด), พี่น้องชาย",,,,,10038,,"สะ-หะ-โช",
"สหติ","ย่ำยี, อดกลั้น, อดทน, ทน",,,,,10039,,"สะ-หะ-ติ",
"สหตฺถา","แต่มือเอง, ด้วยมือเอง",,,,,10040,,"สะ-หัด-ถา",
"สหนํ","ความทนทาน, อดทน, อดกลั้น",,,,,10041,,"สะ-หะ-นัง",
"สหโน","อดทน",,,,,10042,,"สะ-หะ-โน",
"สหวฺยตา","ความเป็นผู้ไปกับความเป็นสหาย",,,,,10043,,"สะ-หะ-วะ-ยะ-ตา",
"สหสา","โดยพลัน",,,,,10044,,"สะ-หะ-สา",
"สหเสยฺยา","การนอนกับ",,,,,10045,,"สะ-หะ-เสย-ยา",
"สหสฺสํ","พัน",,,,,10046,,"สะ-หัด-สัง",
"สหสฺสกฺโข","เทวราชผู้เห็นซึ่งนัยพันหนึ่ง (พระอินทร์)",,,,,10047,,"สะ-หัด-สัก-โข",
"สหสฺสรํสิ","ดวงอาทิตย์, มีรัศมีอันนับด้วยพัน",,,,,10048,,"สะ-หัด-สะ-รัง-สิ",
"สหายโก","ผู้ไปกับ (เพื่อน), สหาย",,,,,10049,,"สะ-หา-ยะ-โก",
"สหายตา","ความเป็นแห่งสหาย",,,,,10050,,"สะ-หา-ยะ-ตา",
"สหายตฺตํ","ความเป็นแห่งสหาย",,,,,10051,,"สะ-หา-ยัด-ตัง",
"สหายิกา","หญิงสหาย",,,,,10052,,"สะ-หา-ยิ-กา",
"สหาโย","ผู้ไปกับ, สหาย, เพื่อน",,,,,10053,,"สะ-หา-โย",
"สหิโต","ประกอบ, เป้นไปกับด้วยประโยชน์เกื้อกูล",,,,,10054,,"สะ-หิ-โต",
"สฬายตนํ","อายตนะ 6",,,,,10055,,"สะ-รา-ยะ-ตะ-นัง",
"สา","หมา, สุนัข",,,,,10056,,"สา",
"สากจฺฉา","กล่าวกับ, สนทนา",,,,,10057,,"สา-กัด-ฉา",
"สากฏิโก","ผู้เที่ยวไปด้วยเกวียน",,,,,10058,,"สา-กะ-ติ-โก",
"สากลฺยํ","เป็นอรรถของศัพท์ ยาว ตาว",,,,,10059,,"สา-กัน-ยัง",
"สาโก","ผักดอง, ผักสำหรับดองหรือแกง, ผัก",,,,,10060,,"สา-โก",
"สากํ","ผักดอง, ผักสำหรับดองหรือแกง, ผัก",,,,,10061,,"สา-กัง",
"สาขา","กิ่งไม้, เครือ",,,,,10062,,"สา-ขา",
"ชมฺพู","ไม้หว้า, ต้นหว้า","นามนาม","อิตถีลิงค์","ไม่มี","ไม่มี",273,"ว่าง",,
"สาขานครํ","เมืองเป้นกิ่ง, เมืองน้อย",,,,,10063,,"สา-ขา-นะ-คะ-รัง",
"สาขามิโค","ลิง, ฟาน, เสน",,,,,10064,,"สา-ขา-มิ-โค",
"สาขี","ต้นไม้",,,,,10065,,"สา-ขี",
"สาคโร","ประเทศเป้นที่ไปแห่งน้ำทั้งหลายโดยรอบ",,,,,10066,,"สา-คะ-โร",
"สาฏโก","ผ้าสาฏก",,,,,10067,,"สา-ตะ-โก",
"สาฏิกา","ผ้าสาฏก",,,,,10068,,"สา-ติ-กา",
"สาฏกํ","ผ้าสาฏก",,,,,10069,,"สา-ตะ-กัง",
"สาฏี","ผ้าสาฏก",,,,,10070,,"สา-ตี",
"สาเฐยฺยํ","ความเป็นคนโอ้อวด, โกง",,,,,10071,,"สา-เถย-ยัง",
"สาเถยฺยํ","ความเป็นคนโออวด, โกง",,,,,10072,,"สา-เถย-ยัง",
"สาณํ","ผ้าเกิดแต่เปลือกไม้, ผ้าอันคนทอด้วยป่าน",,,,,10073,,"สา-นัง",
"สาณิกณฺณํ","ชายแห่งม่าน",,,,,10074,,"สา-นิ-กัน-นัง",
"สาณิปากาโร","กำแพงคือม่าน",,,,,10075,,"สา-นิ-ปา-กา-โร",
"สาณี","ม่าน",,,,,10076,,"สา-นี",
"สาโณ","หินฝนทอง",,,,,10077,,"สา-โน",
"สาตํ","สุข, อร่อย, ยินดี",,,,,10078,,"สา-ตัง",
"สาตกุมฺภํ","ทองชนิดหนึ่ง",,,,,10079,,"สา-ตะ-กุม-พัง",
"สาตจฺจการี","ผู้หมั่นกระทำ, เนืองๆ",,,,,10080,,"สา-ตัด-จะ-กา-รี",
"สาตติโก","ผู้มีความเพียรเนืองนิจ",,,,,10081,,"สา-ตะ-ติ-โก",
"สาตสิโต","อาศัยแล้วตัณหาเครื่องยินดี",,,,,10082,,"สา-ตะ-สิ-โต",
"สาติสโย","เป็นไปด้วยความยินดียิ่ง, มีความดียิ่ง",,,,,10083,,"สา-ติ-สะ-โย",
"สาโต","จืด, อร่อย, ยินดี",,,,,10084,,"สา-โต",
"สาตฺถโก","เป็นไปกับด้วยประโยชน์",,,,,10085,,"สาด-ถะ-โก",
"สาตฺถิกา","เป็นไปกับด้วยประโยชน์",,,,,10086,,"สาด-ถิ-กา",
"สาทโร","ประกอบไปด้วยเอื้อเฟื้อ",,,,,10087,,"สา-ทะ-โร",
"สาทาโน","เป็นไปกับด้วยการยึดถือ",,,,,10088,,"สา-ทา-โน",
"สาทิกฺโข","เห็นปานดังนั้น",,,,,10089,,"สา-ทิก-โข",
"สาริกฺโข","เห็นปานดังนั้น",,,,,10090,,"สา-ริก-โข",
"สาทิตพฺโพ","พึงยินยอม, พึงยินดี, รับได้, ยินดีเอา",,,,,10091,,"สา-ทิ-ตับ-โพ",
"สาทิยติ","ยินดี",,,,,10092,,"สา-ทิ-ยะ-ติ",
"สาทิสฺสํ","คล้าย",,,,,10093,,"สา-ทิด-สัง",
"สาทุ","น่าใคร่, น่าปรารถนา, อร่อย, หวาน",,,,,10094,,"สา-ทุ",
"สาทุกณฺโณ","ตะขบ, มะละกอดง",,,,,10095,,"สา-ทุ-กัน-โน",
"สาโท","ยินดี",,,,,10096,,"สา-โท",
"สาธนํ","เครื่องทำให้สำเร็จ",,,,,10097,,"สา-ทะ-นัง",
"สาธารโณ","ทั่วไป, สามัญ",,,,,10098,,"สา-ทา-ระ-โน",
"สาธิโต","ให้สำเร็จแล้ว",,,,,10099,,"สา-ทิ-โต",
"สาธุ","ยังประโยชน์ให้สำเร็จ, คนมีตระกูล, งาม, เป็นที่ชอบใจ",,,,,10100,,"สา-ทุ",
"วน อรญฺญ","ป่า","นามนาม","นปุงสกลิงค์","ไม่มี","ไม่มี",274,"ว่าง",,
"สาธุกํ","ยังประโยชน์ให้สำเร็จ (ดี), งามพึงใจ, เป็นอันดี",,,,,10101,,"สา-ทุ-กัง",
"สาธุรูโป","มีรูปดี",,,,,10102,,"สา-ทุ-รู-โป",
"สาเธติ","ให้สำเร็จ",,,,,10103,,"สา-เท-ติ",
"สานุ","พื้นราบแห่งภูเขา, ไหล่เขา, ภูเขาเดิน, ข้างเขา",,,,,10104,,"สา-นุ",
"สาโน","หินฝนทอง",,,,,10105,,"สา-โน",
"สานฺตฺวํ","ความเล้าโลม, สมัครสมาน, เอ็นดู",,,,,10106,,"สาน-ตะ-วัง",
"สาปเตยฺยํ","ทรัพย์, สมบัติ",,,,,10107,,"สา-ปะ-เตย-ยัง",
"สาปเทโส","เป็นไปกับด้วยอุปมาและเหตุ",,,,,10108,,"สา-ปะ-เท-โส",
"สาโป","คำแช่ง, สาป, ด่า, สบถ",,,,,10109,,"สา-โป",
"สามํ","สามะเวท, เอง, ด้วยตนเอง",,,,,10110,,"สา-มัง",
"สามคฺคี","ความพร้อมเพรียง",,,,,10111,,"สา-มัก-คี",
"สามญฺญํ","ความเป็นสมณะ",,,,,10112,,"สา-มัน-ยัง",
"สามญฺญตา","ความเป็นผู้เกื้อกูลแก่สมณะ",,,,,10113,,"สา-มัน-ยะ-ตา",
"สามญฺโญ","ทั่วไป, สามัญ",,,,,10114,,"สา-มัน-โย",
"สามเณโร","หน่อแนวของสมณะ",,,,,10115,,"สา-มะ-เน-โร",
"สามนฺโต","รอบคอบ, ใกล้เคียง, ใกล้",,,,,10116,,"สา-มัน-โต",
"สามโล","ดำ, เขียวคราม",,,,,10117,,"สา-มะ-โล",
"สามา","ประยงค์, ไม้ประยงค์",,,,,10118,,"สา-มา",
"สามิ","กิ่ง, อัน..พึงเกลียด, น่าเกลียด",,,,,10119,,"สา-มิ",
"สามิโก","ผัว, เจ้า, คนมีทรัพย์, เจ้าของ, นาย",,,,,10120,,"สา-มิ-โก",
"สามินี","นางผู้เจ้าของ",,,,,10121,,"สา-มิ-นี",
"สามิโส","ทั้งอามิส",,,,,10122,,"สา-มิ-โส",
"สามี","ผัว, เจ้าคุณ, มีทรัพย์, เจ้าของ, เป็นใหญ่",,,,,10123,,"สา-มี",
"สาโม","ดำคล้ำ, ดำ, เขียวครา, เหลืองทอง",,,,,10124,,"สา-โม",
"สามฺยํ","ความเป็นของเสมอกัน",,,,,10125,,"สาม-ยัง",
"สายํ","เวลาเย็น, ยามเย็น",,,,,10126,,"สา-ยัง",
"สายโก","กระบี่, ลูกธนู, พระขรรค์",,,,,10127,,"สา-ยะ-โก",
"สายณฺโห","เวตเย็น",,,,,10128,,"สา-ยัน-โห",
"สายติ","ลิ้ม",,,,,10129,,"สา-ยะ-ติ",
"สายมาโส","ภัตรอันบุคคลพึงกินในเวลาเย็น",,,,,10130,,"สา-ยะ-มา-โส",
"สาโย","เย็น",,,,,10131,,"สา-โย",
"สารงฺโค","นกกระเด็น, ไก่ป่า, เนื้อ, กวาง",,,,,10132,,"สา-รัง-โค",
"สารตฺโต","กำหนัดนักแล้ว, ยินดีทั่ว",,,,,10133,,"สา-รัด-โต",
"สารถิ","บุคคลผู้ยัง (บ้า)  ให้ระลึก",,,,,10134,,"สา-ระ-ถิ",
"สารทิโก","เกิดในสรกาล",,,,,10135,,"สา-ระ-ทิ-โก",
"สารโท","สมัยเป็นที่ยินดีแห่งสุนัข, เกิดในสรทกาล",,,,,10136,,"สา-ระ-โท",
"สารเมยฺโย","สุนัข",,,,,10137,,"สา-ระ-เมย-โย",
"ปุปฺผ กุสุม","ดอกไม้","นามนาม","นปุงสกลิงค์","ไม่มี","ไม่มี",275,"ว่าง",,
"สารมฺโภ","แข่งขัน, ริเริ่มเสมอ, แข่งดีกัน, ประกอบด้วยกังวล, มีเหตุเครื่องปรารภ, มีความกระวนกระวาย",,,,,10138,,"สา-รัม-โพ",
"สารโส","นกตระไน, นกกระเด็น",,,,,10139,,"สา-ระ-โส",
"สาราโค","ตัณหา",,,,,10140,,"สา-รา-โค",
"สาราณิโย","อันบุคคลพึงระลึก",,,,,10141,,"สา-รา-นิ-โย",
"สาริ","รอย, ตาลูกสะกา",,,,,10142,,"สา-ริ",
"สาริผลโก","กระดานสะกา",,,,,10143,,"สา-ริ-พะ-ละ-โก",
"สาริมา","ไม้ประยงค์, ไม้สลอด, จิ้งจ้อดำ",,,,,10144,,"สา-ริ-มา",
"สารุปฺโป","มีรูปเสมอ",,,,,10145,,"สา-รุบ-โป",
"สาเรติ","ให้ระลึก (สร)",,,,,10146,,"สา-เร-ติ",
"สาโร","แก่นสาร, อันบุคคลพึงระลึก, กำลัง, สำคัญ, สูงสุด, ชีวิต",,,,,10147,,"สา-โร",
"สาลปณฺณี","บังโกรยตัวผู้",,,,,10148,,"สา-ละ-ปัน-นี",
"สาลา","โรง, เรือน",,,,,10149,,"สา-ลา",
"สาลิ","ข้าวสาลี, ข้าวไม่มีแกลบ",,,,,10150,,"สา-ลิ",
"สาลิกา","นกสาลิกา",,,,,10151,,"สา-ลิ-กา",
"สาลิกฺเขตฺตํ","นกแห่งข้าวสาลี",,,,,10152,,"สา-ลิก-เขด-ตัง",
"สากูลํ","เง่าบัว, ไหล, เง่า",,,,,10153,,"สา-กู-ลัง",
"สาโล","ไม้รัง, ต้นไม้, พี่น้องชายของเมีย",,,,,10154,,"สา-โล",
"สาโลหิโต","ผู้มีสายเลือดร่วมกัน, ญาติสืบสาย",,,,,10155,,"สา-โล-หิ-โต",
"สาวโก","สราพก, ผู้ฟังถ้อยคำ",,,,,10156,,"สา-วะ-โก",
"สาวชฺโช","เป็นไปกับด้วยโทษอันบุคคลพึงเว้น",,,,,10157,,"สา-วัด-โช",
"สาวโน","เดือน 9",,,,,10158,,"สา-วะ-โน",
"สาเวติ","ให้ได้ยิน",,,,,10159,,"สา-เว-ติ",
"สาโว","ดำเหลือง",,,,,10160,,"สา-โว",
"สาสงฺโก","เป็นไปกับด้วยความรังเกียจ",,,,,10161,,"สา-สัง-โก",
"สาสติ","สั่ง",,,,,10162,,"สา-สะ-ติ",
"สาสนํ","คำสั่งสอน, ข่าว, คำสั่ง",,,,,10163,,"สา-สะ-นัง",
"สาสโป","พันธุ์ผักกาด, เมล็ดผักกาด",,,,,10164,,"สา-สะ-โป",
"สาโส","โรคผอมเหลือง, โรคหืด",,,,,10165,,"สา-โส",
"สาหสํ","ทำตามกำลัง, รุนแรง",,,,,10166,,"สา-หะ-สัง",
"สาหสิโก","เป็นไปเพื่อโทษอันสาหัส",,,,,10167,,"สา-หะ-สิ-โก",
"สาหุ","ยังประโยชน์ให้สำเร็จ",,,,,10168,,"สา-หุ",
"สาฬุโร","สุนัข, หมา",,,,,10169,,"สา-รุ-โร",
"สิสปา","ประดู่ลาย",,,,,10170,,"สิ-สะ-ปา",
"สิกตา","ทราย",,,,,10171,,"สิ-กะ-ตา",
"สิกฺกา","สาแหรก",,,,,10172,,"สิก-กา",
"สิกฺขติ","ศึกษา, ฝึกฝน, สำเหนียก, หัด",,,,,10173,,"สิก-ขะ-ติ",
"สิกฺขนํ","ศึกษา, หัด",,,,,10174,,"สิก-ขะ-นัง",
"สิกฺขา","ศึกษา, หัด",,,,,10175,,"สิก-ขา",
"สิกฺขิโต","ฝึกสอนแล้ว, ฉลาด",,,,,10176,,"สิก-ขิ-โต",
"ผล","ผลไม้","นามนาม","นปุงสกลิงค์","ไม่มี","ไม่มี",276,"ว่าง",,
"สิกฺขณฺฑโก","ผมที่ขมวดไว้เป็นหย่อม ๆ",,,,,10177,,"สิก-ขัน-ทะ-โก",
"สิขณฺฑี","นกยูง",,,,,10178,,"สิ-ขัน-ที",
"สิขณฺโฑ","หางนกยูง, หงอน, แง่",,,,,10179,,"สิ-ขัน-โท",
"สิขรํ","ภูเขา, ยอดเขา, สว่าน, ยอด, ปลาย",,,,,10180,,"สิ-ขะ-รัง",
"สิขโร","ภูเขา, ยอดเขา, สว่าน, ยอด, ปลาย",,,,,10181,,"สิ-ขะ-โร",
